year_film,year_ceremony,ceremony,category,name,film,winner
1998,1999,71,FOREIGN LANGUAGE FILM,Argentina,Tango,0
1998,1999,71,MAKEUP,Jenny Shircore,Elizabeth,1
1998,1999,71,MAKEUP,"Lois Burwell, Conor O'Sullivan, Daniel C. Striepeke",Saving Private Ryan,0
1998,1999,71,MAKEUP,"Lisa Westcott, Veronica Brebner",Shakespeare in Love,0
1998,1999,71,MUSIC (Original Dramatic Score),David Hirschfelder,Elizabeth,0
1998,1999,71,MUSIC (Original Dramatic Score),Nicola Piovani,Life Is Beautiful,1
1998,1999,71,MUSIC (Original Dramatic Score),Randy Newman,Pleasantville,0
1998,1999,71,MUSIC (Original Dramatic Score),John Williams,Saving Private Ryan,0
1998,1999,71,MUSIC (Original Dramatic Score),Hans Zimmer,The Thin Red Line,0
1998,1999,71,MUSIC (Original Musical or Comedy Score),Randy Newman,A Bug's Life,0
1998,1999,71,MUSIC (Original Musical or Comedy Score),Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith,Mulan,0
1998,1999,71,MUSIC (Original Musical or Comedy Score),Marc Shaiman,Patch Adams,0
1998,1999,71,MUSIC (Original Musical or Comedy Score),Music and Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer,The Prince of Egypt,0
1998,1999,71,MUSIC (Original Musical or Comedy Score),Stephen Warbeck,Shakespeare in Love,1
1998,1999,71,MUSIC (Original Song),Music and Lyric by Diane Warren,Armageddon,0
1998,1999,71,MUSIC (Original Song),"Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis and Alberto Testa",Quest for Camelot,0
1998,1999,71,MUSIC (Original Song),Music and Lyric by Allison Moorer and Gwil Owen,The Horse Whisperer,0
1998,1999,71,MUSIC (Original Song),Music and Lyric by Randy Newman,Babe: Pig in the City,0
1998,1999,71,MUSIC (Original Song),Music and Lyric by Stephen Schwartz,The Prince of Egypt,1
1998,1999,71,BEST PICTURE,"Alison Owen, Eric Fellner and Tim Bevan, Producers",Elizabeth,0
1998,1999,71,BEST PICTURE,"Elda Ferri and Gianluigi Braschi, Producers",Life Is Beautiful,0
1998,1999,71,BEST PICTURE,"Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers",Saving Private Ryan,0
1998,1999,71,BEST PICTURE,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",Shakespeare in Love,1
1998,1999,71,BEST PICTURE,"Robert Michael Geisler, John Roberdeau and Grant Hill, Producers",The Thin Red Line,0
1998,1999,71,SHORT FILM (Animated),Chris Wedge,Bunny,1
1998,1999,71,SHORT FILM (Animated),"Christopher Grace, Jonathan Myerson",The Canterbury Tales,0
1998,1999,71,SHORT FILM (Animated),Mark Baker,Jolly Roger,0
1998,1999,71,SHORT FILM (Animated),"Mark Osborne, Steve Kalafer",More,0
1998,1999,71,SHORT FILM (Animated),"Karsten Kiilerich, Stefan Fjeldmark",When Life Departs,0
1998,1999,71,SHORT FILM (Live Action),"Will Speck, Josh Gordon",Culture,0
1998,1999,71,SHORT FILM (Live Action),"Kim Magnusson, Anders Thomas Jensen",Election Night (Valgaften),1
1998,1999,71,SHORT FILM (Live Action),"Alexander Jovy, JJ Keith",Holiday Romance,0
1998,1999,71,SHORT FILM (Live Action),Vivian Goffette,La Carte Postale (The Postcard),0
1998,1999,71,SHORT FILM (Live Action),"Simon Sandquist, Joel Bergvall",Victor,0
1998,1999,71,SOUND,"Kevin O'Connell, Greg P. Russell, Keith A. Wester",Armageddon,0
1998,1999,71,SOUND,"Kevin O'Connell, Greg P. Russell, Pud Cusack",The Mask of Zorro,0
1998,1999,71,SOUND,"Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins",Saving Private Ryan,1
1998,1999,71,SOUND,"Robin O'Donoghue, Dominic Lester, Peter Glossop",Shakespeare in Love,0
1998,1999,71,SOUND,"Andy Nelson, Anna Behlmer, Paul Brincat",The Thin Red Line,0
1998,1999,71,SOUND EFFECTS EDITING,George Watters II,Armageddon,0
1998,1999,71,SOUND EFFECTS EDITING,David McMoyler,The Mask of Zorro,0
1998,1999,71,SOUND EFFECTS EDITING,"Gary Rydstrom, Richard Hymns",Saving Private Ryan,1
1998,1999,71,VISUAL EFFECTS,"Richard R. Hoover, Pat McClung, John Frazier",Armageddon,0
1998,1999,71,VISUAL EFFECTS,"Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell",Mighty Joe Young,0
1998,1999,71,VISUAL EFFECTS,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack",What Dreams May Come,1
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Bill Condon,Gods and Monsters,1
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Scott Frank,Out of Sight,0
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Elaine May,Primary Colors,0
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Scott B. Smith,A Simple Plan,0
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Terrence Malick,The Thin Red Line,0
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Warren Beatty, Jeremy Pikser;  Story by Warren Beatty",Bulworth,0
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),"Vincenzo Cerami, Roberto Benigni",Life Is Beautiful,0
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),Robert Rodat,Saving Private Ryan,0
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),"Marc Norman, Tom Stoppard",Shakespeare in Love,1
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),Andrew Niccol,The Truman Show,0
1998,1999,71,HONORARY AWARD, Elia Kazan in recognition of his indelible contributions to the art of motion picture direction.,,1
1998,1999,71,IRVING G. THALBERG MEMORIAL AWARD,Norman Jewison,,1
1999,2000,72,ACTOR IN A LEADING ROLE,Russell Crowe,The Insider,0
1999,2000,72,ACTOR IN A LEADING ROLE,Richard Farnsworth,The Straight Story,0
1999,2000,72,ACTOR IN A LEADING ROLE,Sean Penn,Sweet and Lowdown,0
1999,2000,72,ACTOR IN A LEADING ROLE,Kevin Spacey,American Beauty,1
1999,2000,72,ACTOR IN A LEADING ROLE,Denzel Washington,The Hurricane,0
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Michael Caine,The Cider House Rules,1
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Tom Cruise,Magnolia,0
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Michael Clarke Duncan,The Green Mile,0
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Jude Law,The Talented Mr. Ripley,0
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Haley Joel Osment,The Sixth Sense,0
1999,2000,72,ACTRESS IN A LEADING ROLE,Annette Bening,American Beauty,0
1999,2000,72,ACTRESS IN A LEADING ROLE,Janet McTeer,Tumbleweeds,0
1999,2000,72,ACTRESS IN A LEADING ROLE,Julianne Moore,The End of the Affair,0
1999,2000,72,ACTRESS IN A LEADING ROLE,Meryl Streep,Music of the Heart,0
1999,2000,72,ACTRESS IN A LEADING ROLE,Hilary Swank,Boys Don't Cry,1
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Toni Collette,The Sixth Sense,0
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Angelina Jolie,"Girl, Interrupted",1
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Catherine Keener,Being John Malkovich,0
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Samantha Morton,Sweet and Lowdown,0
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Chloë Sevigny,Boys Don't Cry,0
1999,2000,72,ART DIRECTION,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,Anna and the King,0
1999,2000,72,ART DIRECTION,Art Direction:  David Gropman;  Set Decoration:  Beth Rubino,The Cider House Rules,0
1999,2000,72,ART DIRECTION,Art Direction:  Rick Heinrichs;  Set Decoration:  Peter Young,Sleepy Hollow,1
1999,2000,72,ART DIRECTION,Art Direction:  Roy Walker;  Set Decoration:  Bruno Cesari,The Talented Mr. Ripley,0
1999,2000,72,ART DIRECTION,"Art Direction:  Eve Stewart;  Set Decoration:  Eve Stewart, John Bush",Topsy-Turvy,0
1999,2000,72,CINEMATOGRAPHY,Conrad L. Hall,American Beauty,1
1999,2000,72,CINEMATOGRAPHY,Roger Pratt,The End of the Affair,0
1999,2000,72,CINEMATOGRAPHY,Dante Spinotti,The Insider,0
1999,2000,72,CINEMATOGRAPHY,Emmanuel Lubezki,Sleepy Hollow,0
1999,2000,72,CINEMATOGRAPHY,Robert Richardson,Snow Falling on Cedars,0
1999,2000,72,COSTUME DESIGN,Jenny Beavan,Anna and the King,0
1999,2000,72,COSTUME DESIGN,Colleen Atwood,Sleepy Hollow,0
1999,2000,72,COSTUME DESIGN,"Ann Roth, Gary Jones",The Talented Mr. Ripley,0
1999,2000,72,COSTUME DESIGN,Milena Canonero,Titus,0
1999,2000,72,COSTUME DESIGN,Lindy Hemming,Topsy-Turvy,1
1999,2000,72,DIRECTING,Sam Mendes,American Beauty,1
1999,2000,72,DIRECTING,Spike Jonze,Being John Malkovich,0
1999,2000,72,DIRECTING,Lasse Hallström,The Cider House Rules,0
1999,2000,72,DIRECTING,Michael Mann,The Insider,0
1999,2000,72,DIRECTING,M. Night Shyamalan,The Sixth Sense,0
1999,2000,72,DOCUMENTARY (Feature),"Wim Wenders, Ulrich Felsberg",Buena Vista Social Club,0
1999,2000,72,DOCUMENTARY (Feature),"Roko Belic, Adrian Belic",Genghis Blues,0
1999,2000,72,DOCUMENTARY (Feature),"Nanette Burstein, Brett Morgen",On the Ropes,0
1999,2000,72,DOCUMENTARY (Feature),"Arthur Cohn, Kevin Macdonald",One Day in September,1
1999,2000,72,DOCUMENTARY (Feature),"Paola di Florio, Lilibet Foster",Speaking in Strings,0
1999,2000,72,DOCUMENTARY (Short Subject),Bert Van Bork,Eyewitness,0
1999,2000,72,DOCUMENTARY (Short Subject),"Susan Hannah Hadary, William A. Whiteford",King Gimp,1
1999,2000,72,DOCUMENTARY (Short Subject),"Simeon Soffer, Jonathan Stack",The Wildest Show in the South: The Angola Prison Rodeo,0
1999,2000,72,FILM EDITING,"Tariq Anwar, Christopher Greenbury",American Beauty,0
1999,2000,72,FILM EDITING,Lisa Zeno Churgin,The Cider House Rules,0
1999,2000,72,FILM EDITING,"William Goldenberg, Paul Rubell, David Rosenbloom",The Insider,0
1999,2000,72,FILM EDITING,Zach Staenberg,The Matrix,1
1999,2000,72,FILM EDITING,Andrew Mondshein,The Sixth Sense,0
1999,2000,72,FOREIGN LANGUAGE FILM,Spain,All about My Mother,1
1999,2000,72,FOREIGN LANGUAGE FILM,Nepal,Caravan,0
1999,2000,72,FOREIGN LANGUAGE FILM,France,East-West,0
1999,2000,72,FOREIGN LANGUAGE FILM,United Kingdom,Solomon and Gaenor,0
1999,2000,72,FOREIGN LANGUAGE FILM,Sweden,Under the Sun,0
1999,2000,72,MAKEUP,"Michèle Burke, Mike Smithson",Austin Powers: The Spy Who Shagged Me,0
1999,2000,72,MAKEUP,Greg Cannom,Bicentennial Man,0
1999,2000,72,MAKEUP,Rick Baker,Life,0
1999,2000,72,MAKEUP,"Christine Blundell, Trefor Proud",Topsy-Turvy,1
1999,2000,72,MUSIC (Original Score),Thomas Newman,American Beauty,0
1999,2000,72,MUSIC (Original Score),John Williams,Angela's Ashes,0
1999,2000,72,MUSIC (Original Score),Rachel Portman,The Cider House Rules,0
1999,2000,72,MUSIC (Original Score),John Corigliano,The Red Violin,1
1999,2000,72,MUSIC (Original Score),Gabriel Yared,The Talented Mr. Ripley,0
1999,2000,72,MUSIC (Original Song),Music and Lyric by Trey Parker and Marc Shaiman,"South Park: Bigger, Longer & Uncut",0
1999,2000,72,MUSIC (Original Song),Music and Lyric by Diane Warren,Music of the Heart,0
1999,2000,72,MUSIC (Original Song),Music and Lyric by Aimee Mann,Magnolia,0
1999,2000,72,MUSIC (Original Song),Music and Lyric by Randy Newman,Toy Story 2,0
1999,2000,72,MUSIC (Original Song),Music and Lyric by Phil Collins,Tarzan,1
1999,2000,72,BEST PICTURE,"Bruce Cohen and Dan Jinks, Producers",American Beauty,1
1999,2000,72,BEST PICTURE,"Richard N. Gladstein, Producer",The Cider House Rules,0
1999,2000,72,BEST PICTURE,"David Valdes and Frank Darabont, Producers",The Green Mile,0
1999,2000,72,BEST PICTURE,"Michael Mann and Pieter Jan Brugge, Producers",The Insider,0
1999,2000,72,BEST PICTURE,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers",The Sixth Sense,0
1999,2000,72,SHORT FILM (Animated),Peter Peake,Humdrum,0
1999,2000,72,SHORT FILM (Animated),Torill Kove,My Grandmother Ironed the King's Shirts,0
1999,2000,72,SHORT FILM (Animated),Alexander Petrov,The Old Man and the Sea,1
1999,2000,72,SHORT FILM (Animated),Paul Driessen,3 Misses,0
1999,2000,72,SHORT FILM (Animated),"Wendy Tilby, Amanda Forbis",When the Day Breaks,0
1999,2000,72,SHORT FILM (Live Action),"Henrik Ruben Genz, Michael W. Horsten","Bror, Min Bror (Teis and Nico)",0
1999,2000,72,SHORT FILM (Live Action),"Mehdi Norowzian, Steve Wax",Killing Joe,0
1999,2000,72,SHORT FILM (Live Action),"Marc-Andreas Bochert, Gabriele Lins",Kleingeld (Small Change),0
1999,2000,72,SHORT FILM (Live Action),Marcus Olsson,Major and Minor Miracles,0
1999,2000,72,SHORT FILM (Live Action),"Barbara Schock, Tammy Tiehel",My Mother Dreams the Satan's Disciples in New York,1
1999,2000,72,SOUND,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton",The Green Mile,0
1999,2000,72,SOUND,"Andy Nelson, Doug Hemphill, Lee Orloff",The Insider,0
1999,2000,72,SOUND,"John Reitz, Gregg Rudloff, David Campbell, David Lee",The Matrix,1
1999,2000,72,SOUND,"Leslie Shatz, Chris Carpenter, Rick Kline, Chris Munro",The Mummy,0
1999,2000,72,SOUND,"Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley",Star Wars Episode I: The Phantom Menace,0
1999,2000,72,SOUND EFFECTS EDITING,"Ren Klyce, Richard Hymns",Fight Club,0
1999,2000,72,SOUND EFFECTS EDITING,Dane A. Davis,The Matrix,1
1999,2000,72,SOUND EFFECTS EDITING,"Ben Burtt, Tom Bellfort",Star Wars Episode I: The Phantom Menace,0
1999,2000,72,VISUAL EFFECTS,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",The Matrix,1
1999,2000,72,VISUAL EFFECTS,"John Knoll, Dennis Muren, Scott Squires, Rob Coleman",Star Wars Episode I: The Phantom Menace,0
1999,2000,72,VISUAL EFFECTS,"John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard",Stuart Little,0
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),John Irving,The Cider House Rules,1
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),"Alexander Payne, Jim Taylor",Election,0
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),Frank Darabont,The Green Mile,0
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),"Eric Roth, Michael Mann",The Insider,0
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),Anthony Minghella,The Talented Mr. Ripley,0
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Alan Ball,American Beauty,1
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Charlie Kaufman,Being John Malkovich,0
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Paul Thomas Anderson,Magnolia,0
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),M. Night Shyamalan,The Sixth Sense,0
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Mike Leigh,Topsy-Turvy,0
1999,2000,72,HONORARY AWARD, Andrzej Wajda in recognition of five decades of extraordinary film direction.,,1
1999,2000,72,IRVING G. THALBERG MEMORIAL AWARD,Warren Beatty,,1
2000,2001,73,ACTOR IN A LEADING ROLE,Javier Bardem,Before Night Falls,0
2000,2001,73,ACTOR IN A LEADING ROLE,Russell Crowe,Gladiator,1
2000,2001,73,ACTOR IN A LEADING ROLE,Tom Hanks,Cast Away,0
2000,2001,73,ACTOR IN A LEADING ROLE,Ed Harris,Pollock,0
2000,2001,73,ACTOR IN A LEADING ROLE,Geoffrey Rush,Quills,0
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,The Contender,0
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,Shadow of the Vampire,0
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,Traffic,1
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Albert Finney,Erin Brockovich,0
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Joaquin Phoenix,Gladiator,0
2000,2001,73,ACTRESS IN A LEADING ROLE,Joan Allen,The Contender,0
2000,2001,73,ACTRESS IN A LEADING ROLE,Juliette Binoche,Chocolat,0
2000,2001,73,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Requiem for a Dream,0
2000,2001,73,ACTRESS IN A LEADING ROLE,Laura Linney,You Can Count on Me,0
2000,2001,73,ACTRESS IN A LEADING ROLE,Julia Roberts,Erin Brockovich,1
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Chocolat,0
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Pollock,1
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Kate Hudson,Almost Famous,0
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,Almost Famous,0
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Julie Walters,Billy Elliot,0
2000,2001,73,ART DIRECTION,Tim Yip,"Crouching Tiger, Hidden Dragon",1
2000,2001,73,ART DIRECTION,Art Direction:  Michael Corenblith;  Set Decoration:  Merideth Boswell,Dr. Seuss' How the Grinch Stole Christmas,0
2000,2001,73,ART DIRECTION,Art Direction:  Arthur Max;  Set Decoration:  Crispian Sallis,Gladiator,0
2000,2001,73,ART DIRECTION,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,Quills,0
2000,2001,73,ART DIRECTION,Art Direction:  Jean Rabasse;  Set Decoration:  Françoise Benoît-Fresco,Vatel,0
2000,2001,73,CINEMATOGRAPHY,Peter Pau,"Crouching Tiger, Hidden Dragon",1
2000,2001,73,CINEMATOGRAPHY,John Mathieson,Gladiator,0
2000,2001,73,CINEMATOGRAPHY,Lajos Koltai,Malèna,0
2000,2001,73,CINEMATOGRAPHY,Roger Deakins,"O Brother, Where Art Thou?",0
2000,2001,73,CINEMATOGRAPHY,Caleb Deschanel,The Patriot,0
2000,2001,73,COSTUME DESIGN,Tim Yip,"Crouching Tiger, Hidden Dragon",0
2000,2001,73,COSTUME DESIGN,Rita Ryack,Dr. Seuss' How the Grinch Stole Christmas,0
2000,2001,73,COSTUME DESIGN,Janty Yates,Gladiator,1
2000,2001,73,COSTUME DESIGN,Anthony Powell,102 Dalmatians,0
2000,2001,73,COSTUME DESIGN,Jacqueline West,Quills,0
2000,2001,73,DIRECTING,Stephen Daldry,Billy Elliot,0
2000,2001,73,DIRECTING,Ang Lee,"Crouching Tiger, Hidden Dragon",0
2000,2001,73,DIRECTING,Steven Soderbergh,Erin Brockovich,0
2000,2001,73,DIRECTING,Ridley Scott,Gladiator,0
2000,2001,73,DIRECTING,Steven Soderbergh,Traffic,1
2000,2001,73,DOCUMENTARY (Feature),"Mark Jonathan Harris, Deborah Oppenheimer",Into the Arms of Strangers: Stories of the Kindertransport,1
2000,2001,73,DOCUMENTARY (Feature),Tod Lending,Legacy,0
2000,2001,73,DOCUMENTARY (Feature),"Frances Reid, Deborah Hoffmann",Long Night's Journey into Day,0
2000,2001,73,DOCUMENTARY (Feature),"Barak Goodman, Daniel Anker",Scottsboro: An American Tragedy,0
2000,2001,73,DOCUMENTARY (Feature),"Josh Aronson, Roger Weisberg",Sound and Fury,0
2000,2001,73,DOCUMENTARY (Short Subject),Tracy Seretean,Big Mama,1
2000,2001,73,DOCUMENTARY (Short Subject),"Chuck Braverman, Steve Kalafer",Curtain Call,0
2000,2001,73,DOCUMENTARY (Short Subject),"Greg MacGillivray, Alec Lorimore",Dolphins,0
2000,2001,73,DOCUMENTARY (Short Subject),Daniel Raim,The Man on Lincoln's Nose,0
2000,2001,73,DOCUMENTARY (Short Subject),"Eric Simonson, Leelai Demoz",On Tiptoe: Gentle Steps to Freedom,0
2000,2001,73,FILM EDITING,"Joe Hutshing, Saar Klein",Almost Famous,0
2000,2001,73,FILM EDITING,Tim Squyres,"Crouching Tiger, Hidden Dragon",0
2000,2001,73,FILM EDITING,Pietro Scalia,Gladiator,0
2000,2001,73,FILM EDITING,Stephen Mirrione,Traffic,1
2000,2001,73,FILM EDITING,Dede Allen,Wonder Boys,0
2000,2001,73,FOREIGN LANGUAGE FILM,Mexico,Amores Perros,0
2000,2001,73,FOREIGN LANGUAGE FILM,Taiwan,"Crouching Tiger, Hidden Dragon",1
2000,2001,73,FOREIGN LANGUAGE FILM,Czech Republic,Divided We Fall,0
2000,2001,73,FOREIGN LANGUAGE FILM,Belgium,Everybody Famous!,0
2000,2001,73,FOREIGN LANGUAGE FILM,France,The Taste of Others,0
2000,2001,73,MAKEUP,"Michèle Burke, Edouard Henriques",The Cell,0
2000,2001,73,MAKEUP,"Rick Baker, Gail Ryan",Dr. Seuss' How the Grinch Stole Christmas,1
2000,2001,73,MAKEUP,"Ann Buchanan, Amber Sibley",Shadow of the Vampire,0
2000,2001,73,MUSIC (Original Score),Rachel Portman,Chocolat,0
2000,2001,73,MUSIC (Original Score),Tan Dun,"Crouching Tiger, Hidden Dragon",1
2000,2001,73,MUSIC (Original Score),Hans Zimmer,Gladiator,0
2000,2001,73,MUSIC (Original Score),Ennio Morricone,Malèna,0
2000,2001,73,MUSIC (Original Score),John Williams,The Patriot,0
2000,2001,73,MUSIC (Original Song),Music and Lyric by Randy Newman,Meet the Parents,0
2000,2001,73,MUSIC (Original Song),Music by Björk; Lyric by Lars von Trier and Sjon Sigurdsson,Dancer in the Dark,0
2000,2001,73,MUSIC (Original Song),Music by Jorge Calandrelli and Tan Dun; Lyric by James Schamus,"Crouching Tiger, Hidden Dragon",0
2000,2001,73,MUSIC (Original Song),Music by Sting and David Hartley; Lyric by Sting,The Emperor's New Groove,0
2000,2001,73,MUSIC (Original Song),Music and Lyric by Bob Dylan,Wonder Boys,1
2000,2001,73,BEST PICTURE,"David Brown, Kit Golden and Leslie Holleran, Producers",Chocolat,0
2000,2001,73,BEST PICTURE,"Bill Kong, Hsu Li Kong and Ang Lee, Producers","Crouching Tiger, Hidden Dragon",0
2000,2001,73,BEST PICTURE,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers",Erin Brockovich,0
2000,2001,73,BEST PICTURE,"Douglas Wick, David Franzoni and Branko Lustig, Producers",Gladiator,1
2000,2001,73,BEST PICTURE,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers",Traffic,0
2000,2001,73,SHORT FILM (Animated),Michael Dudok de Wit,Father and Daughter,1
2000,2001,73,SHORT FILM (Animated),"Steffen Schäffler, Annette Schäffler",The Periwig-Maker,0
2000,2001,73,SHORT FILM (Animated),Don Hertzfeldt,Rejected,0
2000,2001,73,SHORT FILM (Live Action),"Peter Riegert, Ericka Frederick",By Courier,0
2000,2001,73,SHORT FILM (Live Action),"Joan Stein, Christina Lazaridi",One Day Crossing,0
2000,2001,73,SHORT FILM (Live Action),Florian Gallenberger,Quiero Ser (I want to be...),1
2000,2001,73,SHORT FILM (Live Action),"Gail Lerner, Colin Campbell",Seraglio,0
2000,2001,73,SHORT FILM (Live Action),Paulo Machline,A Soccer Story (Uma Historia de Futebol),0
2000,2001,73,SOUND,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",Cast Away,0
2000,2001,73,SOUND,"Scott Millan, Bob Beemer, Ken Weston",Gladiator,1
2000,2001,73,SOUND,"Kevin O'Connell, Greg P. Russell, Lee Orloff",The Patriot,0
2000,2001,73,SOUND,"John Reitz, Gregg Rudloff, David Campbell, Keith A. Wester",The Perfect Storm,0
2000,2001,73,SOUND,"Steve Maslow, Gregg Landaker, Rick Kline, Ivan Sharrock",U-571,0
2000,2001,73,SOUND EDITING,"Alan Robert Murray, Bub Asman",Space Cowboys,0
2000,2001,73,SOUND EDITING,Jon Johnson,U-571,1
2000,2001,73,VISUAL EFFECTS,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",Gladiator,1
2000,2001,73,VISUAL EFFECTS,"Scott E. Anderson, Craig Hayes, Scott Stokdyk, Stan Parks",Hollow Man,0
2000,2001,73,VISUAL EFFECTS,"Stefen Fangmeier, Habib Zargarpour, John Frazier, Walt Conti",The Perfect Storm,0
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Robert Nelson Jacobs,Chocolat,0
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Wang Hui Ling and James Schamus and Tsai Kuo Jung,"Crouching Tiger, Hidden Dragon",0
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Ethan Coen & Joel Coen,"O Brother, Where Art Thou?",0
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Stephen Gaghan,Traffic,1
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Steve Kloves,Wonder Boys,0
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Cameron Crowe,Almost Famous,1
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Lee Hall,Billy Elliot,0
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Susannah Grant,Erin Brockovich,0
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Screenplay by David Franzoni and John Logan and William Nicholson;  Story by David Franzoni,Gladiator,0
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Kenneth Lonergan,You Can Count on Me,0
2000,2001,73,HONORARY AWARD, Jack Cardiff,,1
2000,2001,73,HONORARY AWARD, Ernest Lehman,,1
2000,2001,73,IRVING G. THALBERG MEMORIAL AWARD,Dino De Laurentiis,,1
2001,2002,74,ACTOR IN A LEADING ROLE,Russell Crowe,A Beautiful Mind,0
2001,2002,74,ACTOR IN A LEADING ROLE,Sean Penn,I Am Sam,0
2001,2002,74,ACTOR IN A LEADING ROLE,Will Smith,Ali,0
2001,2002,74,ACTOR IN A LEADING ROLE,Denzel Washington,Training Day,1
2001,2002,74,ACTOR IN A LEADING ROLE,Tom Wilkinson,In the Bedroom,0
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Jim Broadbent,Iris,1
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Ethan Hawke,Training Day,0
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Ben Kingsley,Sexy Beast,0
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Jon Voight,Ali,0
2001,2002,74,ACTRESS IN A LEADING ROLE,Halle Berry,Monster's Ball,1
2001,2002,74,ACTRESS IN A LEADING ROLE,Judi Dench,Iris,0
2001,2002,74,ACTRESS IN A LEADING ROLE,Nicole Kidman,Moulin Rouge,0
2001,2002,74,ACTRESS IN A LEADING ROLE,Sissy Spacek,In the Bedroom,0
2001,2002,74,ACTRESS IN A LEADING ROLE,Renée Zellweger,Bridget Jones's Diary,0
